feature,gain
H2_ppm_roll24m,12.129039626568556
mslp_hPa_roll8m,12.002410016953945
mslp_hPa,11.829671826213598
soil_moisture_%vol_lag8,11.121664002537727
precip_mm_roll24m,11.11773425154388
mslp_hPa_lag8,10.606434550136328
O2_%_roll16m,10.590590540319681
mslp_hPa_lag3,10.05440896563232
daylength_h_lag8,9.993509393185377
P_mbar_lag24,9.960901353508234
CH4_ppm_roll24m,9.952700685709715
P_mbar_lag16,9.111532488837838
P_mbar_lag64,8.879340130835772
mslp_hPa_lag1,8.466950250789523
mslp_hPa_lag4,8.401193052530289
wind_gust_m_s_roll48m,8.317638501524925
rad_MJ_m2_lag4,7.991011504083872
P_mbar_lag96,7.935619562864304
rad_MJ_m2_lag32,7.861604191362858
rad_MJ_m2_lag3,7.138167466968298
drip_rate_ml_min_roll16m,7.042300757020712
mslp_hPa_lag2,6.77514479495585
O2_%_roll24m,6.6017302721738815
t2m_C_lag24,6.206556409597397
rad_MJ_m2_lag8,6.167730946093798
P_mbar_lag8,5.920167651027441
drip_rate_ml_min_lag2,5.8499568700790405
daylength_h_lag64,5.512722682207823
soil_moisture_%vol_lag32,5.2675217892974615
RH_%_lag96,4.486971637234092
H2S_ppm_roll24m,4.35291550308466
t2m_C_roll48m,4.066643808037043
cloud_frac_roll8m,3.291598506271839
drip_rate_ml_min_roll8m,3.286973364651203
daylength_h_roll48m,3.2408406659960747
wind_gust_m_s_roll24m,3.164208011701703
CH4_ppm_roll16m,3.089357428252697
soil_moisture_%vol_lag96,3.0584954004734755
soil_moisture_%vol_lag64,3.02721181884408
O2_%_roll8m,3.0095044784247875
wind_gust_m_s_roll16m,2.970436956733465
drip_rate_ml_min_roll4m,2.7687197364866734
P_mbar_roll8m,2.583334796130657
P_mbar_lag12,2.5376313738524914
wind_m_s_roll16m,2.529405737295747
H2S_ppm_roll8m,2.4242122136056423
P_mbar_lag3,2.3974579572677612
daylength_h_roll96m,2.2923086248338223
rh_%_roll4m,2.284162487834692
soil_moisture_%vol,2.216276343911886
rh_%,2.177908707410097
soil_moisture_%vol_lag24,2.1407019086182117
soil_moisture_%vol_roll96m,2.0527083314955235
cloud_frac_lag24,2.035959202796221
H2S_ppm_roll16m,1.9875472951680422
soil_moisture_%vol_lag48,1.9790304657071829
heat_flow_mW_m2,1.8918020129203796
cloud_frac_roll4m,1.7570673059672117
rh_%_lag1,1.7325123138725758
cloud_frac_lag96,1.730361895635724
daylength_h_roll16m,1.7143313139677048
daylength_h_lag12,1.6588318590074778
daylength_h_lag3,1.6011767983436584
precip_mm_roll4m,1.5323870033025742
rh_%_lag32,1.4560461044311523
H2_ppm_roll16m,1.43059909529984
cloud_frac_lag64,1.3793423846364021
rh_%_lag64,1.3126679975539446
precip_mm_roll16m,1.286314595490694
wind_m_s_roll8m,1.2499638069421053
CH4_ppm_roll8m,1.2003245074301958
rh_%_lag48,1.1812752038240433
rad_MJ_m2_lag2,1.1657597031444311
cloud_frac_lag48,1.1286617033183575
daylength_h_roll8m,1.1086712181568146
H2S_ppm_roll4m,1.087482975795865
wind_gust_m_s_roll8m,1.0561293996870518
O2_%_roll4m,1.0484651252627373
rh_%_lag8,1.02952909655869
daylength_h_lag1,1.0208526998758316
cloud_frac_lag32,1.014193193987012
cloud_frac_lag1,0.9776094034314156
rh_%_lag96,0.9702968038618565
soil_moisture_%vol_roll48m,0.9216255880892277
rh_%_lag4,0.9194951020181179
P_mbar_lag4,0.8971155844628811
cloud_frac,0.8730894159525633
soil_moisture_%vol_roll16m,0.8650044836103916
rh_%_lag24,0.8628645967692137
rh_%_lag12,0.8451422080397606
mslp_hPa_roll4m,0.770467221736908
rh_%_lag16,0.7508834972977638
P_mbar_lag2,0.7220763918012381
daylength_h_lag2,0.695268489420414
precip_mm_roll8m,0.659900289028883
wind_m_s_roll4m,0.6403039917349815
cloud_frac_lag16,0.6372413020581007
soil_moisture_%vol_roll8m,0.5774875096976757
wind_m_s_lag32,0.5626166984438896
precip_mm_lag48,0.5550733003765345
H2_ppm_roll8m,0.5500002019107342
cloud_frac_lag12,0.5398102030158043
rh_%_lag3,0.5244730953127146
wind_m_s_lag16,0.4921551961451769
drip_rate_ml_min,0.4916054867208004
soil_moisture_%vol_roll4m,0.4876129925251007
drip_rate_ml_min_lag8,0.4837203100323677
drip_rate_ml_min_lag12,0.45675499737262726
wind_gust_m_s_roll4m,0.4541421979665756
precip_mm_lag32,0.4270597919821739
soil_moisture_%vol_lag1,0.4068698026239872
precip_mm_lag64,0.40250809863209724
H2_ppm_roll4m,0.39365869387984276
precip_mm_lag96,0.3879581056535244
cloud_frac_lag8,0.38437649607658386
drip_rate_ml_min_lag3,0.3720306046307087
daylength_h_lag4,0.3422139063477516
O2_%_lag96,0.32898709550499916
soil_moisture_%vol_roll24m,0.32882610335946083
precip_mm_lag3,0.31928500533103943
precip_mm,0.3047475032508373
drip_rate_ml_min_lag16,0.2855009026825428
drip_rate_ml_min_lag64,0.2754637040197849
wind_gust_m_s_lag96,0.2748196981847286
precip_mm_lag24,0.27326589822769165
drip_rate_ml_min_lag32,0.2709011994302273
wind_m_s_lag12,0.2666982002556324
soil_moisture_%vol_lag2,0.2618827000260353
drip_rate_ml_min_lag24,0.25864969566464424
stress_regime,0.2560320943593979
O2_%_lag48,0.2556370012462139
drip_rate_ml_min_lag48,0.25327349826693535
wind_m_s_lag48,0.24740919657051563
O2_%_lag3,0.2426680028438568
wind_m_s_lag24,0.23976180329918861
wind_m_s_lag1,0.2354149967432022
cloud_frac_lag4,0.23483479768037796
precip_mm_lag2,0.22991489619016647
precip_mm_lag1,0.21830570325255394
wind_m_s_lag96,0.21476249769330025
rh_%_lag2,0.20818530023097992
wind_gust_m_s_lag32,0.2030964009463787
O2_%_lag32,0.1992730051279068
precip_mm_lag16,0.18911730498075485
soil_moisture_%vol_lag3,0.1876409947872162
soil_moisture_%vol_lag12,0.17579299584031105
wind_m_s_lag64,0.17163240164518356
cloud_frac_lag3,0.16263669729232788
wind_m_s_lag3,0.160820497199893
daylength_h_roll4m,0.157989501953125
O2_%_lag16,0.15651709958910942
wind_gust_m_s_lag3,0.15574580058455467
CH4_ppm_roll4m,0.14634160324931145
wind_m_s_lag8,0.14592979848384857
daylength_h_roll24m,0.1444684974849224
O2_%,0.13694220036268234
H2_ppm_lag4,0.13533030450344086
wind_m_s,0.1325867995619774
wind_m_s_lag4,0.13211730122566223
drip_rate_ml_min_lag96,0.13165619783103466
O2_%_lag8,0.12984929978847504
O2_%_lag24,0.12812390178442
H2S_ppm_lag32,0.12794660031795502
H2S_ppm_lag48,0.12636500597000122
O2_%_lag1,0.1240777000784874
H2_ppm_lag12,0.11951359920203686
cloud_frac_lag2,0.1118885986506939
H2S_ppm_lag12,0.10940089821815491
wind_gust_m_s_lag24,0.10067439824342728
precip_mm_lag12,0.09825499728322029
precip_mm_lag8,0.0927719995379448
aquifer_type,0.07737089693546295
H2_ppm_lag32,0.07702400162816048
O2_%_lag12,0.07514069974422455
wind_gust_m_s_lag48,0.07355250045657158
precip_mm_lag4,0.07210320234298706
wind_m_s_lag2,0.06595800071954727
wind_gust_m_s_lag16,0.063748799264431
H2S_ppm_lag2,0.061352599412202835
drip_rate_ml_min_lag4,0.04988750070333481
H2_ppm_lag2,0.049876898527145386
O2_%_lag4,0.0472072996199131
wind_gust_m_s_lag4,0.04305800050497055
O2_%_lag64,0.04258820042014122
H2_ppm_lag16,0.041581299155950546
H2_ppm_lag1,0.04062129929661751
H2_ppm_lag24,0.0367158018052578
H2_ppm_lag64,0.03607939928770065
wind_gust_m_s_lag12,0.0343841016292572
H2S_ppm_lag24,0.033291399478912354
CH4_ppm_lag1,0.032860200852155685
CH4_ppm_lag48,0.03235439956188202
H2_ppm_lag8,0.03125609830021858
H2S_ppm_lag4,0.031160399317741394
wind_gust_m_s,0.0
H2S_ppm,0.0
drip_rate_ml_min_lag1,0.0
O2_%_lag2,0.0
CH4_ppm_lag64,0.0
CH4_ppm_lag32,0.0
CH4_ppm_lag96,0.0
CH4_ppm_lag4,0.0
CH4_ppm_lag8,0.0
CH4_ppm_lag12,0.0
CH4_ppm_lag16,0.0
CH4_ppm_lag24,0.0
CH4_ppm_lag2,0.0
CH4_ppm_lag3,0.0
H2_ppm,0.0
CH4_ppm,0.0
H2S_ppm_lag8,0.0
H2_ppm_lag48,0.0
wind_gust_m_s_lag64,0.0
H2_ppm_lag3,0.0
crust_thickness_km,0.0
sediment_thickness_m,0.0
permeability_m2,0.0
H2S_ppm_lag16,0.0
H2S_ppm_lag1,0.0
H2_ppm_lag96,0.0
H2S_ppm_lag3,0.0
depth_m_lag4,0.0
wind_gust_m_s_lag1,0.0
wind_gust_m_s_lag2,0.0
depth_m_lag3,0.0
wind_gust_m_s_lag8,0.0
geothermal_gradient_C_per_km,0.0
protected_area,0.0
H2S_ppm_lag64,0.0
depth_m_lag2,0.0
H2S_ppm_lag96,0.0
soil_moisture_%vol_lag4,0.0
depth_m_lag8,0.0
depth_m_lag12,0.0
depth_m_lag16,0.0
depth_m_lag24,0.0
depth_m_lag32,0.0
depth_m_lag48,0.0
depth_m_lag64,0.0
depth_m_lag96,0.0
depth_m_roll4m,0.0
depth_m_roll8m,0.0
depth_m_roll16m,0.0
depth_m_roll24m,0.0
depth_m_roll48m,0.0
depth_m_roll96m,0.0
